page;type;url;domaine;ancre
14.html;interne;39.html;;Німеччина
14.html;interne;ada-1.html;;ADA_сума
14.html;interne;40.html;;поновлення_Париж
14.html;interne;41.html;;поновлення_передмістя
14.html;interne;42.html;;поновлення_Франція
14.html;interne;43.html;;маршрут_префектура
14.html;interne;44.html;;соціальний працівник
14.html;interne;45.html;;водійські права
14.html;interne;46.html;;водіння у франції
14.html;interne;47.html;;страхування
14.html;interne;48.html;;парковка
14.html;interne;49.html;;аварія
14.html;interne;50.html;;механік
14.html;interne;51.html;;оренда
14.html;interne;52.html;;автошкола
14.html;interne;53.html;;купити Продати
14.html;interne;54.html;;вантажний транспорт
14.html;interne;55.html;;меблі
14.html;interne;56.html;;французький господар
14.html;interne;57.html;;податки
14.html;interne;58.html;;страхування_продовження
14.html;interne;59.html;;посольство
14.html;interne;60.html;;щоб знайти роботу
14.html;interne;61.html;;доступні робочі місця
14.html;interne;62.html;;не знаючи французької
14.html;interne;63.html;;Медичне страхування на роботі. Лікарняний
14.html;interne;64.html;;комп'ютер ІТ професія
14.html;interne;65.html;;учитель вчитель
14.html;interne;66.html;;керівників і менеджерів
14.html;interne;67.html;;дослідники
14.html;interne;fop.html;;позаштатний FOP
14.html;interne;69.html;;няня
14.html;interne;70.html;;з англійською мовою
14.html;interne;68.html;;журналіст
14.html;interne;71.html;;послугами майстринь
14.html;interne;74.html;;купити житло
14.html;interne;2024-.html;;приїжджати 2024?
14.html;interne;vitale.html;;карта vitale
14.html;interne;78.html;;Нант
14.html;interne;79.html;;смерть у Франції
14.html;interne;80.html;;аеропорт
14.html;interne;mutuelle.html;;mutuelle
14.html;interne;mark.html;;mark
14.html;interne;reserv.html;;reserv
14.html;interne;index.html;;Ukraine France
14.html;interne;32.html;;
14.html;interne;33.html;;
14.html;interne;index.html;;< Назад
14.html;interne;15.html;;Далi >
14.html;mailto;mailto:contact@ukrainefrance.org;;mailto:contact@ukrainefrance.org
15.html;interne;index.html;;На головну
15.html;interne;1.html;;чому?
15.html;interne;2.html;;прибуття
15.html;interne;20.html;;прибуття_Париж
15.html;interne;3.html;;Переміщення
15.html;interne;4.html;;житло
15.html;interne;5.html;;лікувати
15.html;interne;75.html;;ВНЖ, Інші статуси
15.html;interne;76.html;;Порівняння внж
15.html;interne;77.html;;Запит Азіль
15.html;interne;6.html;;тимчасового захисту
15.html;interne;7.html;;працювати
15.html;interne;8.html;;надзвичайна ситуація
15.html;interne;9.html;;вивчати французьку
15.html;interne;10.html;;практична інформація і посилання
15.html;interne;je-suis-francais-je-veux-aider-.html;;Je suis français je veux aider !
15.html;interne;11.html;;діти та неповнолітні
15.html;interne;13.html;;їсти
15.html;interne;12.html;;Домашні тварини
15.html;interne;14.html;;дешеві продукти
15.html;interne;15.html;;Допомога,банк та гроші
15.html;interne;19.html;;лікар
15.html;interne;16.html;;виїзд з україни
15.html;interne;17.html;;студент
15.html;interne;72.html;;Студент та ВНЗ
15.html;interne;73.html;;Після ВНЗ
15.html;interne;18.html;;дозвілля
15.html;interne;deplacer-france.html;;déplacer_france
15.html;interne;deplacer-paris.html;;deplacer_paris
15.html;interne;deplacer-europe.html;;deplacer_europe
15.html;interne;deplacer-voiture.html;;deplacer_voiture
15.html;interne;soigner-sans.html;;soigner_sans
15.html;interne;soigner-protection.html;;soigner_protection
15.html;interne;soigner-avec.html;;soigner_avec
15.html;interne;soigner-psy.html;;soigner_psy
15.html;interne;soigner-medic.html;;soigner_medic
15.html;interne;soigner-covid.html;;soigner_covid
15.html;interne;advocat.html;;advocat
15.html;interne;iest-paris.html;;iest_paris
15.html;interne;iest-france.html;;iest_france
15.html;interne;simcard.html;;simcard
15.html;interne;mineur-non-accompagne.html;;mineur_non_accompagné
15.html;interne;mineur-consulat.html;;mineur_consulat
15.html;interne;mineur-ecole.html;;mineur_ecole
15.html;interne;mineur-divers.html;;mineur_divers
15.html;interne;sante-france.html;;sante_france
15.html;interne;banque-ada.html;;banque_ADA
15.html;interne;banque-change.html;;banque_change
15.html;interne;zashita-evrop.html;;zashita_evrop
15.html;interne;banque-compte.html;;banque_compte
15.html;interne;gare-est.html;;gare_est
15.html;interne;paris-verneuil.html;;paris_verneuil
15.html;interne;neofitsine-zhitlo.html;;neofitsine_zhitlo
15.html;interne;orendu-kvartiri.html;;orendu_kvartiri
15.html;interne;gare-nord-est.html;;gare_nord_est
15.html;interne;21.html;;в дорозі
15.html;interne;22.html;;Ніцці
15.html;interne;23.html;;Страсбурз
15.html;interne;navigo.html;;Знижки_Navigo
15.html;interne;est.html;;маршрут_est
15.html;interne;nord.html;;маршрут_nord
15.html;interne;lyon.html;;маршрут_lyon
15.html;interne;montparnasse.html;;маршрут_montparnasse
15.html;interne;euro-survey.html;;Велике європейське дослідження
15.html;interne;24.html;;Франція<->Україна
15.html;interne;25.html;;Франція->Україна
15.html;interne;26.html;;група_містом
15.html;interne;27.html;;група_країною
15.html;interne;28.html;;корисні_сайти
15.html;interne;29.html;;перекладач
15.html;interne;30.html;;перевезення_посилок
15.html;interne;32.html;;дешеві продукти у Парижі
15.html;interne;31.html;;зникла_безвісти
15.html;interne;33.html;;дешеві продукти у Франції
15.html;interne;ada-.html;;ada_працювати
15.html;interne;artist.html;;artist
15.html;interne;ofitsine-prozhivania.html;;офіційне проживання
15.html;interne;hotel.html;;готель зі знижкою
15.html;interne;alternativne.html;;альтернативне рішення
15.html;interne;sotsialne-zhitlo.html;;соціальне житло
15.html;interne;34.html;;онлайн
15.html;interne;35.html;;франц-париж
15.html;interne;36.html;;Франц-Франція
15.html;interne;caf.html;;CAF
15.html;interne;invalid.html;;invalid
15.html;interne;soigner-online.html;;soigner_online
15.html;interne;adressa.html;;адреса для кореспонденції
15.html;interne;38.html;;тимчасового захисту початковий
15.html;interne;ponovlenia.html;;поновлення
15.html;interne;ofii.html;;Ofii
15.html;interne;pole-emploi.html;;pole emploi
15.html;interne;notarius.html;;нотаріус
15.html;interne;zupinka.html;;зупинка захисту
15.html;interne;pogashenia.html;;погашення
15.html;interne;lyon2.html;;Ліон
15.html;interne;narodzhenia.html;;народження
15.html;interne;bercy.html;;маршрут_bercy
15.html;interne;37.html;;Переїзд
15.html;interne;39.html;;Німеччина
15.html;interne;ada-1.html;;ADA_сума
15.html;interne;40.html;;поновлення_Париж
15.html;interne;41.html;;поновлення_передмістя
15.html;interne;42.html;;поновлення_Франція
15.html;interne;43.html;;маршрут_префектура
15.html;interne;44.html;;соціальний працівник
15.html;interne;45.html;;водійські права
15.html;interne;46.html;;водіння у франції
15.html;interne;47.html;;страхування
15.html;interne;48.html;;парковка
15.html;interne;49.html;;аварія
15.html;interne;50.html;;механік
15.html;interne;51.html;;оренда
15.html;interne;52.html;;автошкола
15.html;interne;53.html;;купити Продати
15.html;interne;54.html;;вантажний транспорт
15.html;interne;55.html;;меблі
15.html;interne;56.html;;французький господар
15.html;interne;57.html;;податки
15.html;interne;58.html;;страхування_продовження
15.html;interne;59.html;;посольство
15.html;interne;60.html;;щоб знайти роботу
15.html;interne;61.html;;доступні робочі місця
15.html;interne;62.html;;не знаючи французької
15.html;interne;63.html;;Медичне страхування на роботі. Лікарняний
15.html;interne;64.html;;комп'ютер ІТ професія
15.html;interne;65.html;;учитель вчитель
15.html;interne;66.html;;керівників і менеджерів
15.html;interne;67.html;;дослідники
15.html;interne;fop.html;;позаштатний FOP
15.html;interne;69.html;;няня
15.html;interne;70.html;;з англійською мовою
15.html;interne;68.html;;журналіст
15.html;interne;71.html;;послугами майстринь
15.html;interne;74.html;;купити житло
15.html;interne;2024-.html;;приїжджати 2024?
15.html;interne;vitale.html;;карта vitale
15.html;interne;78.html;;Нант
15.html;interne;79.html;;смерть у Франції
15.html;interne;80.html;;аеропорт
15.html;interne;mutuelle.html;;mutuelle
15.html;interne;mark.html;;mark
15.html;interne;reserv.html;;reserv
15.html;interne;index.html;;Ukraine France
15.html;externe;https://www.pretsurgage.fr/liste-des-centres/;www.pretsurgage.fr;муніципальних ломбардів
15.html;externe;https://paris-ua.com/yak-perekazaty-koshty-cherez-transferwise-pokrokova-ynstrukcziya/;paris-ua.com;кошти з Франції в Україну через WISE
15.html;externe;https://t.me/subsidies_in_france;t.me;група телеграм,
15.html;interne;banque-ada.html;;
15.html;interne;caf.html;;
15.html;interne;banque-change.html;;
15.html;interne;banque-compte.html;;
15.html;interne;57.html;;
15.html;externe;https://www-service--public-fr.translate.goog/particuliers/vosdroits/F16871/personnalisation/resultat?lang&quest0=1&quest1=1&quest2=2&quest&_x_tr_sl=fr&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;www-service--public-fr.translate.goog;допомогу ASPA
15.html;externe;https://portal.pfu.gov.ua/;portal.pfu.gov.ua;порталі Пенсійного фонду
15.html;interne;index.html;;< Назад
15.html;mailto;mailto:contact@ukrainefrance.org;;mailto:contact@ukrainefrance.org
16.html;interne;index.html;;На головну
16.html;interne;1.html;;чому?
16.html;interne;2.html;;прибуття
16.html;interne;20.html;;прибуття_Париж
16.html;interne;3.html;;Переміщення
16.html;interne;4.html;;житло
16.html;interne;5.html;;лікувати
16.html;interne;75.html;;ВНЖ, Інші статуси
16.html;interne;76.html;;Порівняння внж
16.html;interne;77.html;;Запит Азіль
16.html;interne;6.html;;тимчасового захисту
16.html;interne;7.html;;працювати
16.html;interne;8.html;;надзвичайна ситуація
16.html;interne;9.html;;вивчати французьку
16.html;interne;10.html;;практична інформація і посилання
16.html;interne;je-suis-francais-je-veux-aider-.html;;Je suis français je veux aider !
16.html;interne;11.html;;діти та неповнолітні
16.html;interne;13.html;;їсти
16.html;interne;12.html;;Домашні тварини
16.html;interne;14.html;;дешеві продукти
16.html;interne;15.html;;Допомога,банк та гроші
16.html;interne;19.html;;лікар
16.html;interne;16.html;;виїзд з україни
16.html;interne;17.html;;студент
16.html;interne;72.html;;Студент та ВНЗ
16.html;interne;73.html;;Після ВНЗ
16.html;interne;18.html;;дозвілля
16.html;interne;deplacer-france.html;;déplacer_france
16.html;interne;deplacer-paris.html;;deplacer_paris
16.html;interne;deplacer-europe.html;;deplacer_europe
16.html;interne;deplacer-voiture.html;;deplacer_voiture
16.html;interne;soigner-sans.html;;soigner_sans
16.html;interne;soigner-protection.html;;soigner_protection
16.html;interne;soigner-avec.html;;soigner_avec
16.html;interne;soigner-psy.html;;soigner_psy
16.html;interne;soigner-medic.html;;soigner_medic
16.html;interne;soigner-covid.html;;soigner_covid
16.html;interne;advocat.html;;advocat
16.html;interne;iest-paris.html;;iest_paris
16.html;interne;iest-france.html;;iest_france
16.html;interne;simcard.html;;simcard
16.html;interne;mineur-non-accompagne.html;;mineur_non_accompagné
16.html;interne;mineur-consulat.html;;mineur_consulat
16.html;interne;mineur-ecole.html;;mineur_ecole
16.html;interne;mineur-divers.html;;mineur_divers
16.html;interne;sante-france.html;;sante_france
16.html;interne;banque-ada.html;;banque_ADA
16.html;interne;banque-change.html;;banque_change
16.html;interne;zashita-evrop.html;;zashita_evrop
16.html;interne;banque-compte.html;;banque_compte
16.html;interne;gare-est.html;;gare_est
16.html;interne;paris-verneuil.html;;paris_verneuil
16.html;interne;neofitsine-zhitlo.html;;neofitsine_zhitlo
16.html;interne;orendu-kvartiri.html;;orendu_kvartiri
16.html;interne;gare-nord-est.html;;gare_nord_est
16.html;interne;21.html;;в дорозі
16.html;interne;22.html;;Ніцці
16.html;interne;23.html;;Страсбурз
16.html;interne;navigo.html;;Знижки_Navigo
16.html;interne;est.html;;маршрут_est
16.html;interne;nord.html;;маршрут_nord
16.html;interne;lyon.html;;маршрут_lyon
16.html;interne;montparnasse.html;;маршрут_montparnasse
16.html;interne;euro-survey.html;;Велике європейське дослідження
16.html;interne;24.html;;Франція<->Україна
16.html;interne;25.html;;Франція->Україна
16.html;interne;26.html;;група_містом
16.html;interne;27.html;;група_країною
16.html;interne;28.html;;корисні_сайти
16.html;interne;29.html;;перекладач
16.html;interne;30.html;;перевезення_посилок
16.html;interne;32.html;;дешеві продукти у Парижі
16.html;interne;31.html;;зникла_безвісти
16.html;interne;33.html;;дешеві продукти у Франції
16.html;interne;ada-.html;;ada_працювати
16.html;interne;artist.html;;artist
16.html;interne;ofitsine-prozhivania.html;;офіційне проживання
16.html;interne;hotel.html;;готель зі знижкою
16.html;interne;alternativne.html;;альтернативне рішення
16.html;interne;sotsialne-zhitlo.html;;соціальне житло
16.html;interne;34.html;;онлайн
16.html;interne;35.html;;франц-париж
16.html;interne;36.html;;Франц-Франція
16.html;interne;caf.html;;CAF
16.html;interne;invalid.html;;invalid
16.html;interne;soigner-online.html;;soigner_online
16.html;interne;adressa.html;;адреса для кореспонденції
16.html;interne;38.html;;тимчасового захисту початковий
16.html;interne;ponovlenia.html;;поновлення
16.html;interne;ofii.html;;Ofii
16.html;interne;pole-emploi.html;;pole emploi
16.html;interne;notarius.html;;нотаріус
16.html;interne;zupinka.html;;зупинка захисту
16.html;interne;pogashenia.html;;погашення
16.html;interne;lyon2.html;;Ліон
16.html;interne;narodzhenia.html;;народження
16.html;interne;bercy.html;;маршрут_bercy
16.html;interne;37.html;;Переїзд
16.html;interne;39.html;;Німеччина
16.html;interne;ada-1.html;;ADA_сума
16.html;interne;40.html;;поновлення_Париж
16.html;interne;41.html;;поновлення_передмістя
16.html;interne;42.html;;поновлення_Франція
16.html;interne;43.html;;маршрут_префектура
16.html;interne;44.html;;соціальний працівник
16.html;interne;45.html;;водійські права
16.html;interne;46.html;;водіння у франції
16.html;interne;47.html;;страхування
16.html;interne;48.html;;парковка
16.html;interne;49.html;;аварія
16.html;interne;50.html;;механік
16.html;interne;51.html;;оренда
16.html;interne;52.html;;автошкола
16.html;interne;53.html;;купити Продати
16.html;interne;54.html;;вантажний транспорт
16.html;interne;55.html;;меблі
16.html;interne;56.html;;французький господар
16.html;interne;57.html;;податки
16.html;interne;58.html;;страхування_продовження
16.html;interne;59.html;;посольство
16.html;interne;60.html;;щоб знайти роботу
16.html;interne;61.html;;доступні робочі місця
16.html;interne;62.html;;не знаючи французької
16.html;interne;63.html;;Медичне страхування на роботі. Лікарняний
16.html;interne;64.html;;комп'ютер ІТ професія
16.html;interne;65.html;;учитель вчитель
16.html;interne;66.html;;керівників і менеджерів
16.html;interne;67.html;;дослідники
16.html;interne;fop.html;;позаштатний FOP
16.html;interne;69.html;;няня
16.html;interne;70.html;;з англійською мовою
16.html;interne;68.html;;журналіст
16.html;interne;71.html;;послугами майстринь
16.html;interne;74.html;;купити житло
16.html;interne;2024-.html;;приїжджати 2024?
16.html;interne;vitale.html;;карта vitale
16.html;interne;78.html;;Нант
16.html;interne;79.html;;смерть у Франції
16.html;interne;80.html;;аеропорт
16.html;interne;mutuelle.html;;mutuelle
16.html;interne;mark.html;;mark
16.html;interne;reserv.html;;reserv
16.html;interne;index.html;;Ukraine France
16.html;externe;http://infohelpua.com/;infohelpua.com;infohelpua.com
16.html;externe;https://www.sylnishi.com/;www.sylnishi.com;https://www.sylnishi.com/
16.html;externe;https://awayfromukraine.com/refugees;awayfromukraine.com;https://awayfromukraine.com/refugees
16.html;externe;https://t.me/uatransferinfo;t.me;https://t.me/uatransferinfo
16.html;externe;https://t.me/naym_france/17701;t.me;5 корисних ресурсів,
16.html;externe;https://t.me/Ukrainaion;t.me;https://t.me/Ukrainaion
16.html;externe;https://france-ukraine.com.ua/customs-regulations-france/;france-ukraine.com.ua;https://france-ukraine.com.ua/customs-regulations-france/
16.html;externe;https://www.instagram.com/vetmarket_pluriton?igsh=MWJwOWV2bXdxcDdpMg==;www.instagram.com;Евакуація з гарячих точок
16.html;externe;https://uz-vezemo.com;uz-vezemo.com;https://uz-vezemo.com
16.html;externe;https://visitukraine.today/departure;visitukraine.today;https://visitukraine.today/departure
16.html;externe;https://dpsu.gov.ua/ua/Peretinannya-derzhavnogo-kordonu-pid-chas-pravovogo-rezhimu-vonnogo-stanu-Pitannya-vidpovid/;dpsu.gov.ua;Питання-відповідь
16.html;externe;https://www.google.com/maps/d/u/0/viewer?ll=51.90000942719693%2C28.79559427670528&z=6&mid=1JXuZtKb8jETJ7kkRoCUGHbScFoGDl8HK;www.google.com;https://www.google.com/maps/d/u/0/viewer?ll=51.90000942719693%2C28.79559427670528&z=6&mid=1JXuZtKb8jETJ7kkRoCUGHbScFoGDl
16.html;externe;https://drive.google.com/file/d/1ElzYEeuwxLwh-ABz9ZOMCJOMplREY70F/edit;drive.google.com;https://drive.google.com/file/d/1ElzYEeuwxLwh-ABz9ZOMCJOMplREY70F/edit
16.html;interne;31.html;;Зниклі безвісти
16.html;externe;https://www.instagram.com/p/CeQ01KsK0Sm/;www.instagram.com;https://www.instagram.com/p/CeQ01KsK0Sm/
16.html;externe;https://t.me/urk_ross_europe_transit_bot;t.me;https://t.me/urk_ross_europe_transit_bot
16.html;externe;https://helpua.rubikus.de/;helpua.rubikus.de;України чи росії
16.html;externe;https://t.me/helping_to_leave/14199;t.me;https://t.me/helping_to_leave/14199
16.html;externe;https://solidarite-ambulanciere-france-ukraine.org/;solidarite-ambulanciere-france-ukraine.org;https://solidarite-ambulanciere-france-ukraine.org/
16.html;externe;https://amc.ukr.fr/;amc.ukr.fr;https://amc.ukr.fr/
16.html;externe;https://eu-solidarity-ukraine.ec.europa.eu/information-people-fleeing-war-ukraine/preparing-leave-ukraine_uk;eu-solidarity-ukraine.ec.europa.eu;офіційна інформація євросоюзу
16.html;externe;https://dpsu.gov.ua/ua/news/vazhliva-informaciya-zvertamo-uvagu-gromadyan-yaki-peretinayut-kordon-z-polshcheyu/;dpsu.gov.ua;https://dpsu.gov.ua/ua/news/vazhliva-informaciya-zvertamo-uvagu-gromadyan-yaki-peretinayut-kordon-z-polshcheyu/
16.html;externe;https://visitukraine.today/uk/blog/1243/sistema-ptax-bezkostovna-evakuaciya-na-avtobusax-do-polshhi;visitukraine.today;https://visitukraine.today/uk/blog/1243/sistema-ptax-bezkostovna-evakuaciya-na-avtobusax-do-polshhi
16.html;externe;https://france.mfa.gov.ua/konsulski-pitannya/umovi-vyizdu-gromadyan-ukrayini-do-franciyi;france.mfa.gov.ua;https://france.mfa.gov.ua/konsulski-pitannya/umovi-vyizdu-gromadyan-ukrayini-do-franciyi
16.html;externe;https://france.mfa.gov.ua/konsulski-pitannya/terminova-dokumentaciya;france.mfa.gov.ua;https://france.mfa.gov.ua/konsulski-pitannya/terminova-dokumentaciya
16.html;externe;https://drive.google.com/file/d/1tzpBQSLSynP74aHdjZagND1rrZEYzsJ3/view;drive.google.com;https://drive.google.com/file/d/1tzpBQSLSynP74aHdjZagND1rrZEYzsJ3/view
16.html;externe;https://t.me/UkrzalInfo;t.me;https://t.me/UkrzalInfo
16.html;externe;https://t.me/naym_france/16878;t.me;Повний список сайтів, де можна подивитися розклади та купити квитки на поїзди Європою
16.html;externe;https://t.me/UkrzalInfo;t.me;https://t.me/UkrzalInfo
16.html;externe;https://t.me/UkrainiansinRomania;t.me;https://t.me/UkrainiansinRomania
16.html;externe;https://www.facebook.com/groups/unitipentruucraina/;www.facebook.com;https://www.facebook.com/groups/unitipentruucraina/
16.html;externe;https://t.me/moldovaukraina;t.me;https://t.me/moldovaukraina
16.html;externe;https://ua-md-help.info/;ua-md-help.info;https://ua-md-help.info/
16.html;externe;https://dopomoga.gov.md/;dopomoga.gov.md;https://dopomoga.gov.md/
16.html;externe;https://www.polrail.com/en;www.polrail.com;https://www.polrail.com/en
16.html;externe;https://t.me/refugeesinPoland;t.me;https://t.me/refugeesinPoland
16.html;externe;https://ukrainesupport.net/uk/;ukrainesupport.net;https://ukrainesupport.net/uk/
16.html;externe;https://help.unhcr.org/poland/uk/;help.unhcr.org;https://help.unhcr.org/poland/uk/
16.html;externe;https://t.me/bezhenciDnepra;t.me;https://t.me/bezhenciDnepra
16.html;externe;https://www.ukraine-latvia.com/uk;www.ukraine-latvia.com;https://www.ukraine-latvia.com/uk
16.html;interne;24.html;;< Назад
16.html;mailto;mailto:contact@ukrainefrance.org;;mailto:contact@ukrainefrance.org
17.html;interne;index.html;;На головну
17.html;interne;1.html;;чому?
17.html;interne;2.html;;прибуття
17.html;interne;20.html;;прибуття_Париж
17.html;interne;3.html;;Переміщення
17.html;interne;4.html;;житло
17.html;interne;5.html;;лікувати
17.html;interne;75.html;;ВНЖ, Інші статуси
17.html;interne;76.html;;Порівняння внж
17.html;interne;77.html;;Запит Азіль
17.html;interne;6.html;;тимчасового захисту
17.html;interne;7.html;;працювати
17.html;interne;8.html;;надзвичайна ситуація
17.html;interne;9.html;;вивчати французьку
17.html;interne;10.html;;практична інформація і посилання
17.html;interne;je-suis-francais-je-veux-aider-.html;;Je suis français je veux aider !
17.html;interne;11.html;;діти та неповнолітні
17.html;interne;13.html;;їсти
17.html;interne;12.html;;Домашні тварини
17.html;interne;14.html;;дешеві продукти
17.html;interne;15.html;;Допомога,банк та гроші
17.html;interne;19.html;;лікар
17.html;interne;16.html;;виїзд з україни
17.html;interne;17.html;;студент
17.html;interne;72.html;;Студент та ВНЗ
17.html;interne;73.html;;Після ВНЗ
17.html;interne;18.html;;дозвілля
17.html;interne;deplacer-france.html;;déplacer_france
17.html;interne;deplacer-paris.html;;deplacer_paris
17.html;interne;deplacer-europe.html;;deplacer_europe
17.html;interne;deplacer-voiture.html;;deplacer_voiture
17.html;interne;soigner-sans.html;;soigner_sans
17.html;interne;soigner-protection.html;;soigner_protection
17.html;interne;soigner-avec.html;;soigner_avec
17.html;interne;soigner-psy.html;;soigner_psy
17.html;interne;soigner-medic.html;;soigner_medic
17.html;interne;soigner-covid.html;;soigner_covid
17.html;interne;advocat.html;;advocat
17.html;interne;iest-paris.html;;iest_paris
17.html;interne;iest-france.html;;iest_france
17.html;interne;simcard.html;;simcard
17.html;interne;mineur-non-accompagne.html;;mineur_non_accompagné
17.html;interne;mineur-consulat.html;;mineur_consulat
17.html;interne;mineur-ecole.html;;mineur_ecole
17.html;interne;mineur-divers.html;;mineur_divers
17.html;interne;sante-france.html;;sante_france
17.html;interne;banque-ada.html;;banque_ADA
17.html;interne;banque-change.html;;banque_change
17.html;interne;zashita-evrop.html;;zashita_evrop
17.html;interne;banque-compte.html;;banque_compte
17.html;interne;gare-est.html;;gare_est
17.html;interne;paris-verneuil.html;;paris_verneuil
17.html;interne;neofitsine-zhitlo.html;;neofitsine_zhitlo
17.html;interne;orendu-kvartiri.html;;orendu_kvartiri
17.html;interne;gare-nord-est.html;;gare_nord_est
17.html;interne;21.html;;в дорозі
17.html;interne;22.html;;Ніцці
17.html;interne;23.html;;Страсбурз
17.html;interne;navigo.html;;Знижки_Navigo
17.html;interne;est.html;;маршрут_est
17.html;interne;nord.html;;маршрут_nord
17.html;interne;lyon.html;;маршрут_lyon
17.html;interne;montparnasse.html;;маршрут_montparnasse
17.html;interne;euro-survey.html;;Велике європейське дослідження
17.html;interne;24.html;;Франція<->Україна
17.html;interne;25.html;;Франція->Україна
17.html;interne;26.html;;група_містом
17.html;interne;27.html;;група_країною
17.html;interne;28.html;;корисні_сайти
17.html;interne;29.html;;перекладач
17.html;interne;30.html;;перевезення_посилок
17.html;interne;32.html;;дешеві продукти у Парижі
17.html;interne;31.html;;зникла_безвісти
17.html;interne;33.html;;дешеві продукти у Франції
17.html;interne;ada-.html;;ada_працювати
17.html;interne;artist.html;;artist
17.html;interne;ofitsine-prozhivania.html;;офіційне проживання
17.html;interne;hotel.html;;готель зі знижкою
17.html;interne;alternativne.html;;альтернативне рішення
17.html;interne;sotsialne-zhitlo.html;;соціальне житло
17.html;interne;34.html;;онлайн
17.html;interne;35.html;;франц-париж
17.html;interne;36.html;;Франц-Франція
17.html;interne;caf.html;;CAF
17.html;interne;invalid.html;;invalid
17.html;interne;soigner-online.html;;soigner_online
17.html;interne;adressa.html;;адреса для кореспонденції
17.html;interne;38.html;;тимчасового захисту початковий
17.html;interne;ponovlenia.html;;поновлення
17.html;interne;ofii.html;;Ofii
17.html;interne;pole-emploi.html;;pole emploi
17.html;interne;notarius.html;;нотаріус
17.html;interne;zupinka.html;;зупинка захисту
17.html;interne;pogashenia.html;;погашення
17.html;interne;lyon2.html;;Ліон
17.html;interne;narodzhenia.html;;народження
17.html;interne;bercy.html;;маршрут_bercy
17.html;interne;37.html;;Переїзд
17.html;interne;39.html;;Німеччина
17.html;interne;ada-1.html;;ADA_сума
17.html;interne;40.html;;поновлення_Париж
17.html;interne;41.html;;поновлення_передмістя
17.html;interne;42.html;;поновлення_Франція
17.html;interne;43.html;;маршрут_префектура
17.html;interne;44.html;;соціальний працівник
17.html;interne;45.html;;водійські права
17.html;interne;46.html;;водіння у франції
17.html;interne;47.html;;страхування
17.html;interne;48.html;;парковка
17.html;interne;49.html;;аварія
17.html;interne;50.html;;механік
17.html;interne;51.html;;оренда
17.html;interne;52.html;;автошкола
17.html;interne;53.html;;купити Продати
17.html;interne;54.html;;вантажний транспорт
17.html;interne;55.html;;меблі
17.html;interne;56.html;;французький господар
17.html;interne;57.html;;податки
17.html;interne;58.html;;страхування_продовження
17.html;interne;59.html;;посольство
17.html;interne;60.html;;щоб знайти роботу
17.html;interne;61.html;;доступні робочі місця
17.html;interne;62.html;;не знаючи французької
17.html;interne;63.html;;Медичне страхування на роботі. Лікарняний
17.html;interne;64.html;;комп'ютер ІТ професія
17.html;interne;65.html;;учитель вчитель
17.html;interne;66.html;;керівників і менеджерів
17.html;interne;67.html;;дослідники
17.html;interne;fop.html;;позаштатний FOP
17.html;interne;69.html;;няня
17.html;interne;70.html;;з англійською мовою
17.html;interne;68.html;;журналіст
17.html;interne;71.html;;послугами майстринь
17.html;interne;74.html;;купити житло
17.html;interne;2024-.html;;приїжджати 2024?
17.html;interne;vitale.html;;карта vitale
17.html;interne;78.html;;Нант
17.html;interne;79.html;;смерть у Франції
17.html;interne;80.html;;аеропорт
17.html;interne;mutuelle.html;;mutuelle
17.html;interne;mark.html;;mark
17.html;interne;reserv.html;;reserv
17.html;interne;index.html;;Ukraine France
17.html;externe;https://t.me/francetudiantschat;t.me;https://t.me/francetudiantschat
17.html;externe;https://t.me/studparis;t.me;https://t.me/studparis
17.html;externe;https://t.me/francetudiants;t.me;https://t.me/francetudiants
17.html;externe;https://t.me/+s01LHuj2HIFlNjRk;t.me;https://t.me/+s01LHuj2HIFlNjRk
17.html;externe;https://www.campusfrance.org/system/files/medias/documents/2023-02/20230130_FAQ_etudiants_ukraine_ukr_2023.pdf;www.campusfrance.org;питання/відповіді
17.html;externe;https://www.facebook.com/groups/831486084320961/permalink/1087589738710593/;www.facebook.com;проживання в університетській резиденції : Crous
17.html;externe;https://bienvenue.ciup.fr/questionnaire/;bienvenue.ciup.fr;Cité Universitaire de Paris
17.html;externe;https://t.me/francetudiantschat;t.me;Чат українських
17.html;externe;https://t.me/studparis;t.me;https://t.me/studparis
17.html;externe;https://t.me/naym_france/15502;t.me;https://t.me/naym_france/15502
17.html;externe;https://www.uni-r.org/;www.uni-r.org;Асоціація університетів і біженців (UniR):
17.html;externe;https://framalistes.org/sympa/subscribe/esr_exil_2022_idf;framalistes.org;списку розсилки esr_exil_2022_idf,
17.html;externe;https://www.ukraine.campusfrance.org/pro-vyshchu-osvitu-u-frantsiyi;www.ukraine.campusfrance.org;www.ukraine.campusfrance.org
17.html;externe;https://refugies.info/uk/procedure/5ece798f095353004e123ed6;refugies.info;інформаційний сайт для рефюджі
17.html;externe;https://paris-ua.com/pro-vyshhu-osvitu-u-francziyi-2/;paris-ua.com;https://paris-ua.com/pro-vyshhu-osvitu-u-francziyi-2/
17.html;externe;https://docs.google.com/document/d/1UDZ6HHwEXSX2lJUQ8Q3YChtxiXJW45nl_fYLx2vZuio/edit?usp=sharing;docs.google.com;Гугл докс
