url;erreur;pages concernees
https://www-occitanie-ars-sante-fr.translate.goog/dispositif-pour-faciliter-la-prise-en-charge-des-refugies-ukrainiens-en-situation-de-handicap;HTTPError: HTTP Error 400: Bad Request;invalid.html
https://www-ouicar-fr.translate.goog/?_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 404: Not Found;51.html
https://www-paris-fr.translate.goog/pages/paris-se-mobilise-pour-l-ukraine-20504?_x_tr_sl=fr&_x_tr_tl=ru&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 404: Not Found;28.html
https://www-qualitetransports-gouv-fr.translate.goog/vous-etes-ou-vous-voyagez-avec-une-personne-r177.html?_x_tr_sch=http&_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 404: Not Found;invalid.html
https://www-sncf-com.translate.goog/fr/offres-voyageurs/voyager-en-toute-situation/animaux-de-compagnie?_x_tr_sl=fr&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 403: Forbidden;12.html | deplacer-france.html
https://www-ter-sncf-com.translate.goog/pays-de-la-loire/se-deplacer/solidarite-ukraine?_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp&_x_tr_hist=true;HTTPError: HTTP Error 403: Forbidden;deplacer-france.html
https://www-veterinaire-fr.translate.goog/communications/actualites/prise-en-charge-des-soins-veterinaires-des-animaux-des-refugies-ukrainiens-en-france?_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 403: Forbidden;12.html
https://www-vidal-fr.translate.goog/actualites/29001-migrants-ukrainiens;HTTPError: HTTP Error 400: Bad Request;5.html
https://www-visale-fr.translate.goog/visale-pour-les-locataires/avantages/?_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 403: Forbidden;orendu-kvartiri.html
https://www.1jeune1solution.gouv.fr/;HTTPError: HTTP Error 403: Forbidden;7.html
https://www.ain.gouv.fr/IMG/pdf/fiche_pratique_offreprimoarrivants-ukraine.pdf;HTTPError: HTTP Error 404: Not Found;60.html
https://www.alcopa-auction.fr/;HTTPError: HTTP Error 405: Not Allowed;53.html
https://www.annuaire-mairie.fr/;HTTPError: HTTP Error 403: Forbidden;8.html
https://www.arte.tv/en/videos/RC-022372/arte/;HTTPError: HTTP Error 404: Not Found;18.html
https://www.assu2000.fr/assurance-auto?at_medium=sl&at_campaign=202&at_plateforme_sea=google&gad_source=1&gclid=Cj0KCQiA3uGqBhDdARIsAFeJ5r38s2Q_9wSgKCPTs77U7DvE0mTrrSv3dr70mBMOMPhKmelW3GVF7AAaAlxAEALw_wcB;HTTPError: HTTP Error 403: Forbidden;47.html
https://www.avendrealouer.fr/;HTTPError: HTTP Error 403: HTTP Forbidden;orendu-kvartiri.html
https://www.baskatour.com/?;URLError: <urlopen error [Errno -2] Name or service not known>;30.html
https://www.bealy.io/ukrain-support;HTTPError: HTTP Error 403: Forbidden;soigner-online.html
https://www.blablacar.com.ua/carpool;HTTPError: HTTP Error 403: Forbidden;deplacer-france.html
https://www.blablacar.fr/;HTTPError: HTTP Error 403: Forbidden;46.html
https://www.bonjour-ratp.fr/actualites/articles/reforme-tarifaire-titres/;HTTPError: HTTP Error 403: Forbidden;deplacer-paris.html
https://www.bouches-du-rhone.gouv.fr/Actualites/Ukraine-mobilisation-des-services-de-l-Etat-dans-le-departement;HTTPError: HTTP Error 401: Authorization Required;22.html
https://www.bouches-du-rhone.gouv.fr/Actualites/Ukrayina-mobilizaciya-derzhavnih-sluzhb-u-vidomstvi;HTTPError: HTTP Error 401: Authorization Required;38.html
https://www.breizhgo.bzh/solidaire;HTTPError: HTTP Error 403: Forbidden;deplacer-france.html
https://www.but.fr/magasins/recherche-magasins;HTTPError: HTTP Error 403: Forbidden;55.html
https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/ukraine-measures/cuaet.html;TimeoutError: The read operation timed out;27.html
https://www.capgemini.com/fr-fr/job-opportunities-in-france-for-those-displaced-by-the-war-in-ukraine/;HTTPError: HTTP Error 404: Not Found;61.html
https://www.clepsy.fr/%D0%AF%D0%BA-%D1%80%D0%BE%D0%B7%D0%BF%D1%96%D0%B7%D0%BD%D0%B0%D1%82%D0%B8-%D0%B3%D0%BE%D1%81%D1%82%D1%80%D0%B8%D0%B9-%D1%81%D1%82%D1%80%D0%B5%D1%81-%D1%83-%D0%B4%D0%B8%D1%82%D0%B8%D0%BD%D0%B8-%D1%96/;HTTPError: HTTP Error 403: Forbidden;mineur-non-accompagne.html | soigner-psy.html
https://www.cnb.avocat.fr/sites/default/files/documents/note_relative_a_la_protection_temporaire_des_victimes_du_conflit_en_ukraine_v3.pdf;HTTPError: HTTP Error 404: Not Found;38.html | advocat.html
https://www.conforama.fr/liste-des-magasins;HTTPError: HTTP Error 403: Forbidden;55.html
https://www.consilium.europa.eu/en/infographics/ukraine-refugees-eu/;HTTPError: HTTP Error 403: Forbidden;euro-survey.html
https://www.creditmunicipal.fr/encheres/;HTTPError: HTTP Error 404: Not Found;74.html
https://www.defenseurdesdroits.fr/sites/default/files/atoms/files/fiche-refussoins-num-21.09.18_0.pdf;HTTPError: HTTP Error 404: Not Found;soigner-avec.html
https://www.demarches.interieur.gouv.fr/particuliers/peut-on-conduire-france-permis-ukrainien;URLError: <urlopen error [SSL: TLSV1_UNRECOGNIZED_NAME] tlsv1 unrecognized name ;45.html
https://www.dhs.gov/ukraine;HTTPError: HTTP Error 403: Forbidden;27.html
https://www.diplomatie.gouv.fr/IMG/pdf/---_liste_permis_de_conduire_valables_a_l_echange_09.12.2021---_cle8735a7.pdf;URLError: <urlopen error [Errno 111] Connection refused>;52.html
https://www.driiveme.com/one;HTTPError: HTTP Error 404: Not Found;51.html
https://www.economie.gouv.fr/budget-projet-loi-financement-securite-sociale-2024-plfss#;HTTPError: HTTP Error 403: Forbidden;soigner-avec.html
https://www.economie.gouv.fr/domaine;HTTPError: HTTP Error 403: Forbidden;74.html
https://www.education.gouv.fr/accueil-et-scolarisation-des-enfants-ukrainiens-340790#edugouv-summary-item-6;HTTPError: HTTP Error 403: Forbidden;65.html
https://www.education.gouv.fr/media/113177/download;HTTPError: HTTP Error 403: Forbidden;mineur-ecole.html
https://www.education.gouv.fr/media/114971/download?fs=e&s=cl;HTTPError: HTTP Error 403: Forbidden;11.html
https://www.empruntemontoutou.com/;HTTPError: HTTP Error 403: Forbidden;12.html
https://www.ensembleua.com/;URLError: <urlopen error [Errno -2] Name or service not known>;34.html
https://www.entreparticuliers.com/;HTTPError: HTTP Error 403: Forbidden;orendu-kvartiri.html
https://www.facebook/;URLError: <urlopen error [Errno -2] Name or service not known>;11.html
https://www.famillelanguescultures.com/pages/ressources/ukraine.html;HTTPError: HTTP Error 404: Not Found;mineur-divers.html
https://www.federationsolidarite.org/wp-content/uploads/2022/04/Cadre_HebergementCitoyen2022.pdf;HTTPError: HTTP Error 404: Not Found;je-suis-francais-je-veux-aider-.html
https://www.federationsolidarite.org/wp-content/uploads/2022/04/Ukraine_Enjeu-gouvernance-et-parcours.pdf;HTTPError: HTTP Error 404: Not Found;je-suis-francais-je-veux-aider-.html
https://www.feuvert.fr/;HTTPError: HTTP Error 403: Forbidden;50.html
https://www.flixbus.ua/?_sp=45cf681c-6867-49d9-b5e8-0a67e49083a9.1691771202721&atb_pdid=fa72e1b7-8256-43b7-8a8e-bf05636c5e83&noRedirect=true&_ga=2.190420009.321721623.1691771199-969995147.1688658890;HTTPError: HTTP Error 405: Method Not Allowed;30.html
https://www.gendarmerie.interieur.gouv.fr/contacts/signaler-une-exploitation-par-le-travail;HTTPError: HTTP Error 403: Forbidden;60.html
https://www.gestion-camping.com/emploi-camping.html;HTTPError: HTTP Error 403: Forbidden;62.html
https://www.goethe-verlag.com/book2/FR/FRUK/FRUK002.HTM;HTTPError: HTTP Error 403: Forbidden;34.html
https://www.gouvernement.fr/guide-victimes/cellules-d-urgence-medico-psychologique-cump;HTTPError: HTTP Error 403: Forbidden;je-suis-francais-je-veux-aider-.html
https://www.helloasso.com/associations/kabinet/boutiques/operation-montparnasse-version-francaise;HTTPError: HTTP Error 403: Forbidden;18.html | je-suis-francais-je-veux-aider-.html
https://www.hostelsclub.com/fr/hostels/france/ile-de-france/paris;HTTPError: HTTP Error 404: Not Found;hotel.html
https://www.immobilier-france.fr/;HTTPError: HTTP Error 429: Too Many Requests;orendu-kvartiri.html
https://www.indre-et-loire.gouv.fr/Actualites/Ukraine-mobilisation-des-services-de-l-Etat-dans-le-departement;HTTPError: HTTP Error 404: Not Found;38.html
https://www.info.gouv.fr/actualite/travailleurs-etrangers-la-liste-des-metiers-en-tension-actualisee;HTTPError: HTTP Error 403: Forbidden;75.html
https://www.instagram.com/associationppu/;HTTPError: HTTP Error 429: Too Many Requests;12.html
https://www.interencheres.com/;HTTPError: HTTP Error 403: Forbidden;74.html
https://www.interieur.gouv.fr/Le-ministere/Prefectures;HTTPError: HTTP Error 403: Forbidden;38.html
https://www.interieur.gouv.fr/actualites/dossiers/situation-en-ukraine/foire-aux-questions-accueil-des-refugies-ukrainiens;HTTPError: HTTP Error 403: Forbidden;38.html | je-suis-francais-je-veux-aider-.html
https://www.interieur.gouv.fr/actualites/dossiers/situation-en-ukraine/obuchayuschiy-onlayn-kurs-predlagaet-vam-vozmozhnost;HTTPError: HTTP Error 403: Forbidden;34.html | 4.html | orendu-kvartiri.html
https://www.interieur.gouv.fr/actualites/dossiers/situation-en-ukraine/propoziciya-schodo-onlayn-vivchennya-francuzkoi-movi-ta;HTTPError: HTTP Error 403: Forbidden;34.html
https://www.interieur.gouv.fr/actualites/grands-dossiers/situation-en-ukraine/information-a-destination-des-personnes-deplacees;HTTPError: HTTP Error 403: Forbidden;76.html
https://www.justopenarms.eu/fr/;URLError: <urlopen error [Errno -2] Name or service not known>;neofitsine-zhitlo.html
https://www.label-emmaus.co/fr/nos-boutiques/;HTTPError: HTTP Error 403: Forbidden;55.html
https://www.lacartedescolocs.fr/;HTTPError: HTTP Error 403: Forbidden;orendu-kvartiri.html
https://www.lacentrale.fr/;HTTPError: HTTP Error 403: HTTP Forbidden;53.html
https://www.leboncoin.fr/colocations/offres/ile_de_france/paris;HTTPError: HTTP Error 403: Forbidden;orendu-kvartiri.html
https://www.leboncoin.fr/locations/offres;HTTPError: HTTP Error 403: Forbidden;orendu-kvartiri.html
https://www.leboncoin.fr/recherche?category=22&lat=48.8543&lng=2.3527&radius=10000&donation=1;HTTPError: HTTP Error 403: Forbidden;33.html
https://www.leboncoin.fr/recherche?category=22&lat=48.8543&lng=2.3527&radius=5000&donation=1;HTTPError: HTTP Error 403: Forbidden;32.html
https://www.leboncoin.fr/recherche?category=23&lat=48.8543&lng=2.3527&radius=10000&price=min-0;HTTPError: HTTP Error 403: Forbidden;33.html
https://www.leboncoin.fr/recherche?category=23&lat=48.8543&lng=2.3527&radius=5000&price=min-0;HTTPError: HTTP Error 403: Forbidden;32.html
https://www.leboncoin.fr/recherche?category=47&lat=48.8543&lng=2.3527&radius=10000&donation=1;HTTPError: HTTP Error 403: Forbidden;33.html
https://www.leboncoin.fr/recherche?category=47&lat=48.8543&lng=2.3527&radius=5000&donation=1;HTTPError: HTTP Error 403: Forbidden;32.html
https://www.leboncoin.fr/recherche?category=53&lat=48.8543&lng=2.3527&radius=10000&donation=1;HTTPError: HTTP Error 403: Forbidden;33.html
https://www.leboncoin.fr/recherche?category=53&lat=48.8543&lng=2.3527&radius=5000&donation=1;HTTPError: HTTP Error 403: Forbidden;32.html
https://www.leboncoin.fr/recherche?text=meuble&lat=48.8323&lng=2.4075&radius=10000&donation=1;HTTPError: HTTP Error 403: Forbidden;55.html
https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000042776554;HTTPError: HTTP Error 403: Forbidden;76.html
https://www.legifrance.gouv.fr/codes/id/LEGISCTA000006141693/;HTTPError: HTTP Error 403: Forbidden;invalid.html
https://www.legifrance.gouv.fr/codes/section_lc/LEGITEXT000006070158/LEGISCTA000042772644/;HTTPError: HTTP Error 403: Forbidden;38.html
https://www.legifrance.gouv.fr/codes/section_lc/LEGITEXT000006070158/LEGISCTA000042802252/#LEGISCTA000042806006;HTTPError: HTTP Error 403: Forbidden;38.html
https://www.legifrance.gouv.fr/codes/section_lc/LEGITEXT000006070716/LEGISCTA000006149804;HTTPError: HTTP Error 403: Forbidden;11.html
https://www.legifrance.gouv.fr/codes/section_lc/LEGITEXT000006070721/LEGISCTA000006150527;HTTPError: HTTP Error 403: Forbidden;11.html
https://www.legifrance.gouv.fr/codes/texte_lc/LEGITEXT000006070158/;HTTPError: HTTP Error 403: Forbidden;76.html
https://www.legifrance.gouv.fr/jorf/jo/2025/05/29/0125;HTTPError: HTTP Error 403: Forbidden;19.html
https://www.legifrance.gouv.fr/loda/id/JORFTEXT000021906923/;HTTPError: HTTP Error 403: Forbidden;19.html
https://www.lelynx.fr/welcome/sante/mutuelle;HTTPError: HTTP Error 403: Forbidden;63.html
https://www.lesfurets.com/assurance-auto;HTTPError: HTTP Error 403: Forbidden;47.html
https://www.lingohut.com/en/l58/learn-french;HTTPError: HTTP Error 403: Forbidden;34.html
https://www.liquidation-judiciaire.fr/;URLError: <urlopen error [Errno -2] Name or service not known>;74.html
https://www.logic-immo.com/;HTTPError: HTTP Error 403: Forbidden;orendu-kvartiri.html
https://www.maaf.fr/fr/assurance-auto;HTTPError: HTTP Error 403: Forbidden;47.html
https://www.mondly.com/blog/2022/03/21/mondly-free-ukrainian-refugees/;HTTPError: HTTP Error 405: Not Allowed;34.html
https://www.monespacesante.fr/;HTTPError: HTTP Error 503: Service Temporarily Unavailable;5.html
https://www.musee-orsay.fr/fr/articles/gratuite-307;HTTPError: HTTP Error 403: Forbidden;18.html
https://www.naym.me/;HTTPError: HTTP Error 405: Method Not Allowed;61.html
https://www.ofii.fr/wp-content/uploads/2024/05/Formulaire-français-ukrainien-de-demande-de-prolongation-des-droits-à-lADA.pdf;UnicodeEncodeError: 'ascii' codec can't encode character '\xe7' in position 48: ordinal no;banque-ada.html
https://www.ofpra.gouv.fr/je-demande-lasile;HTTPError: HTTP Error 403: Forbidden;76.html
https://www.omio.com/;HTTPError: HTTP Error 403: Forbidden;deplacer-france.html
https://www.orspere-samdarra.com/ressources/outils/?search-query=&langue%5B%5D=625;HTTPError: HTTP Error 500: Internal Server Error;sante-france.html
https://www.oscaro.com/;HTTPError: HTTP Error 403: Forbidden;50.html
https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=association+humanitaire+sociale&ou=Autour+de+moi&univers=pagesjaunes&idOu=&accuracy=5&latitude=48.8543&longitude=2.3527;HTTPError: HTTP Error 403: Forbidden;32.html | 33.html | iest-france.html | iest-paris.html
https://www.pagesjaunes.fr/carte/recherche?quoiqui=epiceries%20solidaires&ou=paris-75&proximite=0&quoiQuiInterprete=epiceries%20solidaires&univers=pagesjaunes&contexte=m06dZDWbvn1dz8ajq3XceeFojzuWysbjEy3zaBN/m%2Bg%3D&idOu=L07505600&carte=1;HTTPError: HTTP Error 403: Forbidden;iest-france.html | iest-paris.html
https://www.pap.fr/;HTTPError: HTTP Error 403: Forbidden;orendu-kvartiri.html
https://www.primolevi.org/ukraine-transmettre-lexperience-du-centre-primo-levi;HTTPError: HTTP Error 404: Not Found;je-suis-francais-je-veux-aider-.html
https://www.psyhelpforua.eu/home-ua;HTTPError: HTTP Error 404: Not Found;soigner-psy.html
https://www.ratp.fr/;HTTPError: HTTP Error 403: Forbidden;deplacer-france.html | deplacer-paris.html
https://www.ratp.fr/plan-de-ligne/img/rer/Plan-RER-et-transiliens.1718895311.png;HTTPError: HTTP Error 403: Forbidden;deplacer-paris.html
https://www.ratp.fr/titres-et-tarifs;HTTPError: HTTP Error 403: Forbidden;deplacer-paris.html
https://www.rdv-prefecture.interieur.gouv.fr/rdvpref/reservation/demarche/5980/;HTTPError: HTTP Error 403: Forbidden;41.html
https://www.remi-centrevaldeloire.fr/plan-de-reseau-regional-REMI.pdf;HTTPError: HTTP Error 404: Not Found;deplacer-france.html
https://www.rfi.fr/ru/;HTTPError: HTTP Error 403: Forbidden;18.html
https://www.rfi.fr/uk/%D1%83%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D1%86%D1%96-%D0%B7%D0%B0-%D0%BA%D0%BE%D1%80%D0%B4%D0%BE%D0%BD%D0%BE%D0%BC/20260814-revolut-%D1%81%D1%82%D0%B0%D1%94-%D1%84%D1%80%D0%B0%D0%BD%D1%86%D1%83%D0%B7%D1%8C%D0%BA%D0%B8%D0%BC-%D0%B1%D0%B0%D0%BD%D0%BA%D0%BE%D0%BC-%D1%89%D0%BE-%D0%B7%D0%BC%D1%96%D0%BD%D0%B8%D1%82%D1%8C%D1%81%D1%8F-%D0%B4%D0%BB%D1%8F-%D0%BA%D0%BB%D1%96%D1%94%D0%BD%D1%82%D1%96%D0%B2-%D1%96-%D1%87%D0%BE%D0%BC%D1%83-%D1%86%D0%B5-%D0%B2%D0%B0%D0%B6%D0%BB%D0%B8%D0%B2%D0%BE-%D0%B4%D0%BB%D1%8F-%D1%83%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D1%86%D1%96%D0%B2-%D1%83-%D1%84%D1%80%D0%B0%D0%BD%D1%86%D1%96%D1%97;HTTPError: HTTP Error 403: Forbidden;banque-compte.html
https://www.rfi.fr/uk/%D1%84%D1%80%D0%B0%D0%BD%D1%86%D1%96%D1%8F/20250515-%D1%84%D1%80%D0%B0%D0%BD%D1%86%D1%96%D1%8F-%D0%B2%D0%B4%D0%BE%D1%81%D0%BA%D0%BE%D0%BD%D0%B0%D0%BB%D1%8E%D1%94-%D1%82%D0%B8%D0%BC%D1%87%D0%B0%D1%81%D0%BE%D0%B2%D0%B8%D0%B9-%D0%B7%D0%B0%D1%85%D0%B8%D1%81%D1%82-%D0%B4%D0%BB%D1%8F-%D1%83%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D1%86%D1%96%D0%B2-%D0%B7%D0%B0%D0%BA%D0%BE%D0%BD%D0%BE%D0%BF%D1%80%D0%BE%D1%94%D0%BA%D1%82-%D0%B2%D0%B6%D0%B5-%D1%83%D1%85%D0%B2%D0%B0%D0%BB%D0%B5%D0%BD%D0%BE-%D1%81%D0%B5%D0%BD%D0%B0%D1%82%D0%BE%D0%BC-%D1%96-%D0%BD%D0%B0%D1%86%D0%B0%D1%81%D0%B0%D0%BC%D0%B1%D0%BB%D0%B5%D1%94%D1%8E?utm_slink=rfi.my%2FBfkP;HTTPError: HTTP Error 403: Forbidden;75.html
https://www.rhone.gouv.fr/Actualites/UKRAINE-Protection-temporaire-des-ressortissants-ukrainiens-FR;HTTPError: HTTP Error 401: Authorization Required;lyon2.html
https://www.rome2rio.com/fr/;HTTPError: HTTP Error 403: Forbidden;deplacer-france.html
https://www.sanitaire-social.com/annuaire-carte/centre-communal-d-action-sociale-ccas/paris-75/48.8534,2.3486,10;HTTPError: HTTP Error 500: Internal Server Error;iest-paris.html
https://www.seloger.com/;HTTPError: HTTP Error 403: Forbidden;orendu-kvartiri.html
https://www.shelter4ua.com/;HTTPError: HTTP Error 403: Forbidden;neofitsine-zhitlo.html
https://www.sncf-connect.com/;HTTPError: HTTP Error 403: Forbidden;21.html | deplacer-europe.html | deplacer-france.html
https://www.sncf-voyageurs.com/fr/contactez-nous/questions-et-reponses/achat-et-reservation/;HTTPError: HTTP Error 403: Forbidden;deplacer-france.html
https://www.sncf.com/fr/groupe/gratuite-trains-refugies-ukrainiens;HTTPError: HTTP Error 403: Forbidden;21.html | deplacer-europe.html
https://www.sylnishi.com/;URLError: <urlopen error [Errno -2] Name or service not known>;16.html
https://www.ter.sncf.com/auvergne-rhone-alpes/tarifs-cartes/cartes-reduction/illico-solidaire;HTTPError: HTTP Error 403: Forbidden;deplacer-france.html
https://www.ter.sncf.com/bourgogne-franche-comte/se-deplacer/info-trafic/solidarite-ukraine;HTTPError: HTTP Error 403: Forbidden;deplacer-france.html
https://www.ter.sncf.com/bourgogne-franche-comte/tarifs-cartes/cartes-reduction/carte-solidaire;HTTPError: HTTP Error 403: Forbidden;deplacer-france.html
https://www.ter.sncf.com/grand-est/se-deplacer/solidarite-Ukraine#;HTTPError: HTTP Error 403: Forbidden;deplacer-france.html
https://www.ter.sncf.com/occitanie/tarifs-cartes/carte-solidaire;HTTPError: HTTP Error 403: Forbidden;deplacer-france.html
https://www.ticketlouvre.fr/louvre/b2c/index.cfm;HTTPError: HTTP Error 403: Forbidden;18.html
https://www.ua.support/uk/frantsiya/;HTTPError: HTTP Error 466: ;advocat.html
https://www.ukraina.space/fr/?fbclid=IwAR2mPFb7LRSEWPVQdV8o5smUn8U8gOpTk3krO-t95q1Wl-upN-IVYpJyJxs;URLError: <urlopen error [Errno -2] Name or service not known>;neofitsine-zhitlo.html
https://www.ukraineslovakia.sk/;HTTPError: HTTP Error 466: ;27.html
https://www.unitedforukraine.org/uk;URLError: <urlopen error [Errno 104] Connection reset by peer>;28.html
https://www.untoitpourlukraine.org/;URLError: <urlopen error [Errno -2] Name or service not known>;neofitsine-zhitlo.html
https://www.vps-protectionparoccupation.fr/residences;HTTPError: HTTP Error 403: Forbidden;orendu-kvartiri.html
https://www.yvelines.gouv.fr/Actualites/Informations-a-destination-des-ressortissants-ukrainiens;HTTPError: HTTP Error 404: Not Found;38.html
https://yoopies.fr/;HTTPError: HTTP Error 405: Not Allowed;61.html
